OID_,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,Shape_Length,Subway_Group,Subway Group
584,1,Document/Folder,0,-1,0.0,0,0,,,0.006880370508144,,"1, 2, 3"
585,R,Document/Folder,0,-1,0.0,0,0,,,0.004558578971262,,"N, Q, R, W"
586,R-W,Document/Folder,0,-1,0.0,0,0,,,0.005421643115536,,"N, Q, R, W"
587,1,Document/Folder,0,-1,0.0,0,0,,,0.004619011185688,,"1, 2, 3"
588,4,Document/Folder,0,-1,0.0,0,0,,,0.006270055974822,,"4, 5, 6"
589,J-Z,Document/Folder,0,-1,0.0,0,0,,,0.005242792036582,,"J, Z"
590,R-W,Document/Folder,0,-1,0.0,0,0,,,0.004152454575294,,"N, Q, R, W"
591,2-3,Document/Folder,0,-1,0.0,0,0,,,0.003624179051537,,"1, 2, 3"
592,A-C,Document/Folder,0,-1,0.0,0,0,,,0.005893360087805,,"A, C, E"
593,1-2-3,Document/Folder,0,-1,0.0,0,0,,,0.001493559224545,,"1, 2, 3"
594,4-5-6,Document/Folder,0,-1,0.0,0,0,,,0.004643882692408,,"4, 5, 6"
595,J-Z,Document/Folder,0,-1,0.0,0,0,,,0.005220252133853,,"J, Z"
596,R-W,Document/Folder,0,-1,0.0,0,0,,,0.004638406046945,,"N, Q, R, W"
597,4-5,Document/Folder,0,-1,0.0,0,0,,,0.003520770606872,,"4, 5, 6"
598,A-C,Document/Folder,0,-1,0.0,0,0,,,0.00785672820748,,"A, C, E"
599,J-Z,Document/Folder,0,-1,0.0,0,0,,,0.005989889473529,,"J, Z"
600,R-W,Document/Folder,0,-1,0.0,0,0,,,0.008133618942035,,"N, Q, R, W"
601,F,Document/Folder,0,-1,0.0,0,0,,,0.005379985256316,,"B, D, F, M"
602,J-Z,Document/Folder,0,-1,0.0,0,0,,,0.006263445468302,,"J, Z"
603,F,Document/Folder,0,-1,0.0,0,0,,,0.003384713407345,,"B, D, F, M"
604,4-5,Document/Folder,0,-1,0.0,0,0,,,0.02947948707498,,"4, 5, 6"
605,Q,Document/Folder,0,-1,0.0,0,0,,,0.007257778653014,,"N, Q, R, W"
606,F,Document/Folder,0,-1,0.0,0,0,,,0.006306429528006,,"B, D, F, M"
607,F,Document/Folder,0,-1,0.0,0,0,,,0.005729234864626,,"B, D, F, M"
608,B,Document/Folder,0,-1,0.0,0,0,,,0.009102641568558,,"B, D, F, M"
609,N,Document/Folder,0,-1,0.0,0,0,,,0.008032352830238,,"N, Q, R, W"
610,F,Document/Folder,0,-1,0.0,0,0,,,0.004634067112144,,"B, D, F, M"
611,F,Document/Folder,0,-1,0.0,0,0,,,0.004512628330155,,"B, D, F, M"
612,F,Document/Folder,0,-1,0.0,0,0,,,0.005808419278239,,"B, D, F, M"
613,B,Document/Folder,0,-1,0.0,0,0,,,0.007552645881295,,"B, D, F, M"
614,B,Document/Folder,0,-1,0.0,0,0,,,0.004313352722233,,"B, D, F, M"
615,A,Document/Folder,0,-1,0.0,0,0,,,0.007174563754285,,"A, C, E"
616,B-D,Document/Folder,0,-1,0.0,0,0,,,0.01300689778626,,"B, D, F, M"
617,F,Document/Folder,0,-1,0.0,0,0,,,0.004237785775062,,"B, D, F, M"
618,J-Z,Document/Folder,0,-1,0.0,0,0,,,0.007051178415057,,"J, Z"
619,R,Document/Folder,0,-1,0.0,0,0,,,0.007552088666662,,"N, Q, R, W"
620,E,Document/Folder,0,-1,0.0,0,0,,,0.011873031679328,,"A, C, E"
621,B-D,Document/Folder,0,-1,0.0,0,0,,,0.006003221644739,,"B, D, F, M"
622,1,Document/Folder,0,-1,0.0,0,0,,,0.005120409345735,,"1, 2, 3"
623,2,Document/Folder,0,-1,0.0,0,0,,,0.005518757212834,,"1, 2, 3"
624,2,Document/Folder,0,-1,0.0,0,0,,,0.007285659854547,,"1, 2, 3"
625,2,Document/Folder,0,-1,0.0,0,0,,,0.008406854059131,,"1, 2, 3"
626,6,Document/Folder,0,-1,0.0,0,0,,,0.007030644465648,,"4, 5, 6"
627,6,Document/Folder,0,-1,0.0,0,0,,,0.007178755479038,,"4, 5, 6"
628,2,Document/Folder,0,-1,0.0,0,0,,,0.008519915263678,,"1, 2, 3"
629,5,Document/Folder,0,-1,0.0,0,0,,,0.012387108475079,,"4, 5, 6"
630,2,Document/Folder,0,-1,0.0,0,0,,,0.006061699719896,,"1, 2, 3"
631,5,Document/Folder,0,-1,0.0,0,0,,,0.006024525457098,,"4, 5, 6"
632,5,Document/Folder,0,-1,0.0,0,0,,,0.009251689492904,,"4, 5, 6"
633,5,Document/Folder,0,-1,0.0,0,0,,,0.005137938674111,,"4, 5, 6"
634,4-5,Document/Folder,0,-1,0.0,0,0,,,0.006444393478467,,"4, 5, 6"
635,4-5,Document/Folder,0,-1,0.0,0,0,,,0.006907353268246,,"4, 5, 6"
636,4-5,Document/Folder,0,-1,0.0,0,0,,,0.004365262673887,,"4, 5, 6"
637,4-5,Document/Folder,0,-1,0.0,0,0,,,0.005318001299844,,"4, 5, 6"
638,4-5,Document/Folder,0,-1,0.0,0,0,,,0.004804805731773,,"4, 5, 6"
639,4-5,Document/Folder,0,-1,0.0,0,0,,,0.007612863928347,,"4, 5, 6"
640,4-5,Document/Folder,0,-1,0.0,0,0,,,0.006378930438568,,"4, 5, 6"
641,5,Document/Folder,0,-1,0.0,0,0,,,0.005777929587152,,"4, 5, 6"
642,5,Document/Folder,0,-1,0.0,0,0,,,0.007172342775454,,"4, 5, 6"
643,5,Document/Folder,0,-1,0.0,0,0,,,0.006124588653992,,"4, 5, 6"
644,5,Document/Folder,0,-1,0.0,0,0,,,0.005842524721228,,"4, 5, 6"
645,5,Document/Folder,0,-1,0.0,0,0,,,0.00313343706678,,"4, 5, 6"
646,5,Document/Folder,0,-1,0.0,0,0,,,0.006692423448249,,"4, 5, 6"
647,5,Document/Folder,0,-1,0.0,0,0,,,0.005913094513707,,"4, 5, 6"
648,2,Document/Folder,0,-1,0.0,0,0,,,0.003232195075056,,"1, 2, 3"
649,M,Document/Folder,0,-1,0.0,0,0,,,0.005045541939459,,"B, D, F, M"
650,7,Document/Folder,0,-1,0.0,0,0,,,0.009718344644516,,7
651,7,Document/Folder,0,-1,0.0,0,0,,,0.006066365549117,,7
652,7,Document/Folder,0,-1,0.0,0,0,,,0.006617595699189,,7
653,E,Document/Folder,0,-1,0.0,0,0,,,0.008209169176459,,"A, C, E"
654,E,Document/Folder,0,-1,0.0,0,0,,,0.007944167605107,,"A, C, E"
655,E,Document/Folder,0,-1,0.0,0,0,,,0.009579009144121,,"A, C, E"
656,E,Document/Folder,0,-1,0.0,0,0,,,0.00743139924261,,"A, C, E"
657,5,Document/Folder,0,-1,0.0,0,0,,,0.006928955478235,,"4, 5, 6"
658,2,Document/Folder,0,-1,0.0,0,0,,,0.006524942364929,,"1, 2, 3"
659,2,Document/Folder,0,-1,0.0,0,0,,,0.005913092191411,,"1, 2, 3"
660,6,Document/Folder,0,-1,0.0,0,0,,,0.00475550614555,,"4, 5, 6"
661,6,Document/Folder,0,-1,0.0,0,0,,,0.009649023778087,,"4, 5, 6"
662,6,Document/Folder,0,-1,0.0,0,0,,,0.007741802300225,,"4, 5, 6"
663,N-W,Document/Folder,0,-1,0.0,0,0,,,0.007521554135799,,"N, Q, R, W"
664,N-W,Document/Folder,0,-1,0.0,0,0,,,0.005045390435395,,"N, Q, R, W"
665,6,Document/Folder,0,-1,0.0,0,0,,,0.008881841417578,,"4, 5, 6"
666,2,Document/Folder,0,-1,0.0,0,0,,,0.010216242890999,,"1, 2, 3"
667,M,Document/Folder,0,-1,0.0,0,0,,,0.031438712727091,,"B, D, F, M"
668,6,Document/Folder,0,-1,0.0,0,0,,,0.008348276212707,,"4, 5, 6"
669,6,Document/Folder,0,-1,0.0,0,0,,,0.005643617492004,,"4, 5, 6"
670,6,Document/Folder,0,-1,0.0,0,0,,,0.005124773503534,,"4, 5, 6"
671,2,Document/Folder,0,-1,0.0,0,0,,,0.005663953312301,,"1, 2, 3"
672,2,Document/Folder,0,-1,0.0,0,0,,,0.006791306387986,,"1, 2, 3"
673,2,Document/Folder,0,-1,0.0,0,0,,,0.004130768451505,,"1, 2, 3"
674,6,Document/Folder,0,-1,0.0,0,0,,,0.007700701624543,,"4, 5, 6"
675,4,Document/Folder,0,-1,0.0,0,0,,,0.005241184054278,,"4, 5, 6"
676,2,Document/Folder,0,-1,0.0,0,0,,,0.008421294234347,,"1, 2, 3"
677,2,Document/Folder,0,-1,0.0,0,0,,,0.008274181865266,,"1, 2, 3"
678,4,Document/Folder,0,-1,0.0,0,0,,,0.009239611839178,,"4, 5, 6"
679,M,Document/Folder,0,-1,0.0,0,0,,,0.005923243598601,,"B, D, F, M"
680,3,Document/Folder,0,-1,0.0,0,0,,,0.005373791792022,,"1, 2, 3"
681,J-Z,Document/Folder,0,-1,0.0,0,0,,,0.007388881987261,,"J, Z"
682,5,Document/Folder,0,-1,0.0,0,0,,,0.012626585896739,,"4, 5, 6"
683,5,Document/Folder,0,-1,0.0,0,0,,,0.005160179902894,,"4, 5, 6"
684,5,Document/Folder,0,-1,0.0,0,0,,,0.004411454854268,,"4, 5, 6"
685,E,Document/Folder,0,-1,0.0,0,0,,,0.011873031679328,,"A, C, E"
686,6,Document/Folder,0,-1,0.0,0,0,,,0.008193663247698,,"4, 5, 6"
687,A,Document/Folder,0,-1,0.0,0,0,,,0.007536795276815,,"A, C, E"
688,G,Document/Folder,0,-1,0.0,0,0,,,0.003384715174771,,G
689,Q,Document/Folder,0,-1,0.0,0,0,,,0.001001610990368,,"N, Q, R, W"
690,R,Document/Folder,0,-1,0.0,0,0,,,0.008081499595335,,"N, Q, R, W"
691,B-D-F-M,Document/Folder,0,-1,0.0,0,0,,,0.003584063467466,,"B, D, F, M"
692,5,Document/Folder,0,-1,0.0,0,0,,,0.013844250321652,,"4, 5, 6"
693,6,Document/Folder,0,-1,0.0,0,0,,,0.007544516102447,,"4, 5, 6"
694,5,Document/Folder,0,-1,0.0,0,0,,,0.00677920011238,,"4, 5, 6"
695,5,Document/Folder,0,-1,0.0,0,0,,,0.003214557099804,,"4, 5, 6"
696,4,Document/Folder,0,-1,0.0,0,0,,,0.009232681545283,,"4, 5, 6"
697,4,Document/Folder,0,-1,0.0,0,0,,,0.006570416331146,,"4, 5, 6"
698,N-W,Document/Folder,0,-1,0.0,0,0,,,0.000963528288098,,"N, Q, R, W"
699,Q,Document/Folder,0,-1,0.0,0,0,,,0.012418662747039,,"N, Q, R, W"
700,F,Document/Folder,0,-1,0.0,0,0,,,0.019081191087319,,"B, D, F, M"
701,Q,Document/Folder,0,-1,0.0,0,0,,,0.006672030460841,,"N, Q, R, W"
702,B-D,Document/Folder,0,-1,0.0,0,0,,,0.02759335593923,,"B, D, F, M"
703,F-M,Document/Folder,0,-1,0.0,0,0,,,0.008313822610929,,"B, D, F, M"
704,F-M,Document/Folder,0,-1,0.0,0,0,,,0.008209156705218,,"B, D, F, M"
705,7,Document/Folder,0,-1,0.0,0,0,,,0.016874577409978,,7
706,F-M,Document/Folder,0,-1,0.0,0,0,,,0.010193242278731,,"B, D, F, M"
707,F-M,Document/Folder,0,-1,0.0,0,0,,,0.007338311119296,,"B, D, F, M"
708,F-M,Document/Folder,0,-1,0.0,0,0,,,0.009579006268907,,"B, D, F, M"
709,F-M,Document/Folder,0,-1,0.0,0,0,,,0.009332887512368,,"B, D, F, M"
710,B,Document/Folder,0,-1,0.0,0,0,,,0.008450753541403,,"B, D, F, M"
711,B,Document/Folder,0,-1,0.0,0,0,,,0.004126104514427,,"B, D, F, M"
712,D,Document/Folder,0,-1,0.0,0,0,,,0.007575206426083,,"B, D, F, M"
713,D,Document/Folder,0,-1,0.0,0,0,,,0.002215439094098,,"B, D, F, M"
714,F,Document/Folder,0,-1,0.0,0,0,,,0.007199701327074,,"B, D, F, M"
715,F,Document/Folder,0,-1,0.0,0,0,,,0.00795973422557,,"B, D, F, M"
716,1-2-3,Document/Folder,0,-1,0.0,0,0,,,0.005782154150314,,"1, 2, 3"
717,N-Q-R-W,Document/Folder,0,-1,0.0,0,0,,,0.005925452239819,,"N, Q, R, W"
718,A-C-E,Document/Folder,0,-1,0.0,0,0,,,0.003607867603054,,"A, C, E"
719,2-3,Document/Folder,0,-1,0.0,0,0,,,0.005435842390061,,"1, 2, 3"
720,Q,Document/Folder,0,-1,0.0,0,0,,,0.005496931741452,,"N, Q, R, W"
721,Q,Document/Folder,0,-1,0.0,0,0,,,0.007893924748291,,"N, Q, R, W"
722,F,Document/Folder,0,-1,0.0,0,0,,,0.014859114797123,,"B, D, F, M"
723,2-3,Document/Folder,0,-1,0.0,0,0,,,0.020923411794422,,"1, 2, 3"
724,N-Q-R-W,Document/Folder,0,-1,0.0,0,0,,,0.005704197110935,,"N, Q, R, W"
725,F,Document/Folder,0,-1,0.0,0,0,,,0.002352850334789,,"B, D, F, M"
726,R,Document/Folder,0,-1,0.0,0,0,,,0.004636374072001,,"N, Q, R, W"
727,D,Document/Folder,0,-1,0.0,0,0,,,0.013573312561843,,"B, D, F, M"
728,N-R,Document/Folder,0,-1,0.0,0,0,,,0.008916965024402,,"N, Q, R, W"
729,N-R,Document/Folder,0,-1,0.0,0,0,,,0.005585846036562,,"N, Q, R, W"
730,N-R,Document/Folder,0,-1,0.0,0,0,,,0.005342402588134,,"N, Q, R, W"
731,N-R,Document/Folder,0,-1,0.0,0,0,,,0.003914622970357,,"N, Q, R, W"
732,D,Document/Folder,0,-1,0.0,0,0,,,0.004683225490503,,"B, D, F, M"
733,D,Document/Folder,0,-1,0.0,0,0,,,0.00671763252522,,"B, D, F, M"
734,D,Document/Folder,0,-1,0.0,0,0,,,0.007575206426083,,"B, D, F, M"
735,4-5,Document/Folder,0,-1,0.0,0,0,,,0.006230430121426,,"4, 5, 6"
736,1,Document/Folder,0,-1,0.0,0,0,,,0.003233191751524,,"1, 2, 3"
737,2-3,Document/Folder,0,-1,0.0,0,0,,,0.002242011048447,,"1, 2, 3"
738,M,Document/Folder,0,-1,0.0,0,0,,,0.014035666559999,,"B, D, F, M"
739,Q,Document/Folder,0,-1,0.0,0,0,,,0.011230070836575,,"N, Q, R, W"
740,Q,Document/Folder,0,-1,0.0,0,0,,,0.009688565274064,,"N, Q, R, W"
741,N-W,Document/Folder,0,-1,0.0,0,0,,,0.008004532577964,,"N, Q, R, W"
742,Q,Document/Folder,0,-1,0.0,0,0,,,0.003161389735158,,"N, Q, R, W"
